X1	Y1	ProbId1	
266.98	379.86	NaN
263.91	381.72	NaN
261.41	382.51	NaN
261.34	382.55	NaN
259.93	380.88	NaN
259.93	380.88	NaN
258.01	379.18	NaN
257.51	378.09	NaN
257.51	378.09	NaN
257.45	377.55	NaN
257.45	377.55	NaN
258.07	377.32	NaN
260.14	376.31	NaN
260.14	376.31	NaN
260.29	375.84	NaN
260.29	375.84	NaN
259.31	375.18	NaN
258.43	374.33	NaN
258.46	374.17	NaN
257.67	373.69	NaN
257.73	373.91	NaN
257.25	372.85	NaN
255	370.67	NaN
255	370.67	NaN
251.64	366.49	NaN
251.44	366.46	NaN
249.49	361.99	NaN
249.03	357.77	NaN
249.03	357.77	NaN
250.45	355.35	NaN
250.45	355.35	NaN
251.69	354.07	NaN
252.84	352.81	NaN
252.82	352.83	NaN
253.6	350.9	NaN
253.6	350.9	NaN
253.78	349.1	NaN
253.74	347.76	NaN
253.74	347.76	NaN
253.47	345.08	NaN
253.47	345.08	NaN
254.17	341.3	NaN
256.71	338.41	NaN
256.71	338.41	NaN
258.73	335.92	NaN
258.73	335.92	NaN
260.51	332.79	NaN
262.08	329.97	NaN
262.08	329.97	NaN
264.69	327.17	NaN
264.68	327.15	NaN
269.08	325.06	NaN
273.64	322.57	NaN
273.64	322.57	NaN
277.18	319.93	NaN
277.18	319.93	NaN
281.56	316.43	NaN
286.26	314.28	NaN
286.26	314.28	NaN
291.06	314.09	NaN
291.04	314.17	NaN
294.37	312.74	NaN
297.12	312.29	NaN
297.11	312.33	NaN
302.65	313.57	NaN
302.65	313.57	NaN
308.24	313.94	NaN
312.38	315.69	NaN
312.43	315.71	NaN
316.59	319.01	NaN
316.59	319.01	NaN
322.83	322.01	NaN
328.82	325.5	NaN
328.82	325.5	NaN
334.18	329.17	NaN
334.13	329.16	NaN
339.39	334.68	NaN
343.2	338.46	NaN
343.18	338.47	NaN
346.55	341.02	NaN
346.55	341.02	NaN
348.6	344.54	NaN
350.64	349.39	NaN
350.64	349.39	NaN
350.65	354.77	NaN
350.64	354.56	NaN
349.9	359.86	NaN
349.81	365.75	NaN
349.81	365.75	NaN
349.58	371.7	NaN
349.57	371.59	NaN
348.19	376.87	NaN
344.35	382.05	NaN
344.31	382.21	NaN
341.33	386.66	NaN
341.32	386.68	NaN
338.62	389.76	NaN
337.06	391.48	NaN
337.06	391.48	NaN
334.41	392.92	NaN
334.41	392.92	NaN
330.44	392.29	NaN
328.53	392.23	NaN
328.53	392.23	NaN
327.05	392.65	NaN
327.05	392.65	NaN
325.97	392.52	NaN
322.05	393.27	NaN
322.05	393.27	NaN
317.96	393.15	NaN
317.96	393.15	NaN
313.45	391.05	NaN
310.87	390.39	NaN
310.95	390.25	NaN
307.99	389.73	NaN
307.99	389.73	NaN
304.79	388.6	NaN
302.44	386.02	NaN
302.45	385.96	NaN
301.31	382.96	NaN
301.22	382.94	NaN
299.66	381.22	NaN
296.92	378.87	NaN
296.9	378.88	NaN
293.18	374.83	NaN
293.42	374.6	NaN
289.42	368.21	NaN
286.88	360.95	NaN
286.88	360.95	NaN
283.25	356.94	NaN
283.25	356.94	NaN
278.91	352.31	NaN
274.81	345.89	NaN
274.81	345.89	NaN
273.05	340.42	NaN
273.05	340.42	NaN
273.15	337.68	NaN
273.14	338.28	NaN
273.14	338.28	NaN
273.71	337.79	NaN
273.67	337.84	NaN
275.36	336.62	NaN
276.82	335.49	NaN
276.84	335.62	NaN
278.08	333.78	NaN
278.08	333.78	NaN
279.7	332.45	NaN
281.23	330.83	NaN
281.21	330.77	NaN
283.24	329.3	NaN
283.21	329.34	NaN
286.26	327.25	NaN
289.08	326.52	NaN
289.08	326.52	NaN
292.12	326.01	NaN
292.12	326.01	NaN
296.28	325.05	NaN
301.1	323.69	NaN
301.11	323.69	NaN
306.19	323.01	NaN
306.08	323.04	NaN
311.79	323.2	NaN
317.31	321.94	NaN
317.18	321.95	NaN
322.09	320.43	NaN
322.09	320.43	NaN
327.56	319.88	NaN
334.18	320.97	NaN
334.18	320.97	NaN
340.13	323.71	NaN
340.13	323.75	NaN
346.03	326.14	NaN
350.63	327.97	NaN
350.73	327.92	NaN
355.39	329.52	NaN
355.39	329.52	NaN
359.21	332.8	NaN
362.26	336.26	NaN
362.25	336.26	NaN
364.29	337.42	NaN
364.29	337.42	NaN
365.49	338.68	NaN
367.43	342.27	NaN
367.43	342.27	NaN
370.01	346.43	NaN
370.01	346.43	NaN
371.61	350.74	NaN
372.87	353.67	NaN
372.84	353.66	NaN
374.59	356.18	NaN
374.62	356.22	NaN
377.05	360.07	NaN
377.67	363.93	NaN
377.67	363.93	NaN
377.38	368.37	NaN
377.38	368.37	NaN
379.3	373.37	NaN
380.24	377.29	NaN
380.24	377.29	NaN
381.28	379.89	NaN
381.28	379.89	NaN
380.57	382.16	NaN
378.21	382.35	NaN
378.23	382.39	NaN
376.78	382.49	NaN
376.78	382.49	NaN
376.13	384.16	NaN
375.23	386.42	NaN
375.28	386.28	NaN
375.22	387.26	NaN
375.22	387.26	NaN
375.18	386.01	NaN
375.28	385	NaN
375.26	384.99	NaN
374.85	384.89	NaN
374.92	384.73	NaN
375.59	384.26	NaN
375.54	384.09	NaN
375.6	383.99	NaN
375.32	383.93	NaN
375.29	384.03	NaN
374.9	384.44	NaN
374.65	382.41	NaN
374.65	382.41	NaN
373.51	382.96	NaN
373.85	382.55	NaN
372.19	382.56	NaN
371.09	381.16	NaN
371.1	381.12	NaN
371.57	381.25	NaN
371.57	381.25	NaN
371.94	380.92	NaN
371.94	380.96	NaN
371.86	380.91	NaN
371.63	380.87	NaN
371.63	380.87	NaN
370.74	379.15	NaN
370.2	378.77	NaN
